year,stage,date,puzzle_pieces,time_limit,rank,team_name,members,country,origin,puzzle_partial_ids,puzzle_image_urls,time,time_seconds,pieces_completed,gap,cumulative_gap,qualified
2025,A,19/09/2025,2000,03:00:00,35,Two Thousand Pieces And Some Breakdowns Later,Paulina Schlinker / Lara Geppert / Linda Diehm / Lucas Heilmann,Germany,Karlsruhe / Buchen,316/313,https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,02:07:27,7647,,+4' 14'',at 60' 36'',False
2025,A,19/09/2025,2000,03:00:00,36,Non Pervenuto,Pierminia Garau / Primula Pipere / Melanie Hanser / Caitlin Lowry,Italy,,314/313,https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,02:08:10,7690,,+ 43'',at 61' 19'',False
2025,A,19/09/2025,2000,03:00:00,37,Swedish Fika,Fredrik Olsson / Isabella Johannessen / Kira Barasinski / Amanda Hellberg,Sweden,Kristianstad / Göteborg,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:10:13,7813,,+2' 03',at 63' 22'',False
2025,A,19/09/2025,2000,03:00:00,38,Puzz_Less,Austėja Šostakaitė / Karolis Mikalauskas / Mantas Olšauskas / Gintarė Olšauskaitė,Lithuania,Vilnius,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:12:51,7971,,+2' 38'',at 66' 00',False
2025,A,19/09/2025,2000,03:00:00,39,Just For Fun Netherlands,Maria Theresia Schrijvers / Charlote Hermans / Karine Cardona / Aletta Smits,The Netherlands,Zaanstad,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,02:18:25,8305,,+5' 34'',at 71' 34'',False
2025,A,19/09/2025,2000,03:00:00,40,Asap,Jana Borovcová / Kristýna Pezlová / Tomas Toth / Krista Lirscher,Czech Republic,Praha,314/313,https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,02:19:44,8384,,+1' 19'',at 72' 53'',False
2025,A,19/09/2025,2000,03:00:00,41,Ravenous Hamburglers,Jessie O’Neill / Eric O’Neill / Catherine Kieu / Karen Bell,USA,"Seattle, Raleigh, Providence",313/316,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,02:25:31,8731,,+5' 47'',at 78' 40'',False
2025,A,19/09/2025,2000,03:00:00,42,"Holmes, Mansell And The Case Of The Missing Pieces",Ross Mansell / Catherine Holmes / Lenka Pettman / Brian Gunawan,United Kingdom,UK and Channel Islands,315/313,https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,02:25:48,8748,,+ 17'',at 78' 57'',False
2025,A,19/09/2025,2000,03:00:00,43,Team Thailand,Namphueng Tassanaipitukkul / Oranong Pholruamngern / Ayumi Mizuta / Wanida Schwirkmann,Thailand,Thailand,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:25:49,8749,,+ 01',at 78' 58'',False
2025,A,19/09/2025,2000,03:00:00,44,Missing Piece,Erin Leidy / Linda Leidy / Kristin Blair / Nohra Echeverri Marín,USA,Denver,313/316,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,02:30:12,9012,,+4' 23'',at 83' 21'',False
2025,A,19/09/2025,2000,03:00:00,45,Life In Pieces,Katharine Greenfield / Nicole Kunkler / Elsa Cecconello / Nolwenn Halbert,USA,"Madison, Wisconsin, USA",313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:33:01,9181,,+2' 49'',at 86' 10'',False
2025,A,19/09/2025,2000,03:00:00,46,Paso A Paso,Adrienn Diana Bartfai / Zsófia Fekete / Botond Márton Bányai / Gabriella Eszter Kissné Bártfai,Hungary,Budapest,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,02:33:26,9206,,+ 25'',at 86' 35'',False
2025,A,19/09/2025,2000,03:00:00,47,Puzzling Newbies 2.0,Rita Mamede / Nuno Mamede / Susana Ribeiro / Jiamei Qian,Portugal,Lisboa,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,02:35:40,9340,,+2' 14'',at 88' 49'',False
2025,A,19/09/2025,2000,03:00:00,48,Puzzle Fatale,Beatriz Amézquita Buenaventura / Juan José Muñoz Correa / Daniela Méndez Guerrero / Lucia Varela Lorenzo,Colombia,Colombia,313/316,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,02:37:18,9438,,+1' 38'',at 90' 27'',False
2025,A,19/09/2025,2000,03:00:00,49,Les Mille Et Une Pièces,Charlotte Ruet / Diane Azaïs de Vergeron / Elisa Joussaume / Clementine Chasles,France,,314/315,https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:42:40,9760,,+5' 22'',at 95' 49'',False
2025,A,19/09/2025,2000,03:00:00,50,To Be Announced,Charlotte Heinrich / Gianna Fröde / Florian Fröde / Sandy Kinner,Germany,Koblenz,315/313,https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,02:43:44,9824,,+1' 04',at 96' 53'',False
2025,A,19/09/2025,2000,03:00:00,51,Portuguese Navigators,Claudia Sofia Freire / Bruno Miguel Silva Gomes / Jessie Martins / Sónia Rolim,Portugal,Portugal,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,02:49:55,10195,,+6' 11'',at 103' 04',False
2025,A,19/09/2025,2000,03:00:00,52,Spacesheep,Werner Lamberger / Lilia Lamberger / Lena Lamberger / Birgit Lamberger,Austria,Salzburg,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:51:50,10310,,+1' 55'',at 104' 59'',False
2025,A,19/09/2025,2000,03:00:00,53,Hermajas,Cristina Baeza Lago / Lucía Baeza Lago / Elba Gamonal Ruiz-Crespo / Beatriz Gamonal Ruiz-Crespo,Spain,Madrid,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:55:27,10527,,+3' 37'',at 108' 36'',False
2025,A,19/09/2025,2000,03:00:00,54,Puzzle Noobs,Lior Beres / Gerard Blanco Capell / Sivan Tevel / Yann Lentz,Israel,Tel Aviv,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:57:49,10669,,+2' 22'',at 110' 58'',False
2025,A,19/09/2025,2000,03:00:00,55,Ajua Vibes,Paola Villarreal Urteaga / Leonardo Daniel López Valadez / Pelin Çelik,Mexico,,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,02:59:00,10740,,+1' 11'',at 112' 09',False
2025,A,19/09/2025,2000,03:00:00,56,Piece Of Sass,Benjamin Everly / Cathy Suter / Jennifer Walker / Sérgio Rocha,United Kingdom,Haywards Heath,313/315,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,,,1790,,,False
2025,A,19/09/2025,2000,03:00:00,57,Bombe,Dajana Stütze / Matthias Baasch / Carla Rick / Fabian Stichtenoth,Germany,Berlin,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,,,1754,,,False
2025,A,19/09/2025,2000,03:00:00,58,Turtle Jam,Royale Hardenstine / Christine Nickel / Thira Tally / Sarah Ashley,USA,Pine Grove,313/316,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,,,1717,,,False
2025,A,19/09/2025,2000,03:00:00,59,Despeja la Pieza,Mª Victoria Meilán Rodríguez / Raquel González López / Patricia Santalla Lombardero / María Rosario Prieto García,Spain,Astorga-Ponferrada,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,,,1708,,,False
2025,A,19/09/2025,2000,03:00:00,60,Puzzle Gänse,Daniela Steingans / Britta Steingans / Frank Weiss,Germany,,313/316,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,,,1682,,,False
2025,A,19/09/2025,2000,03:00:00,61,Missing Piece (The Original),Camila Avelino / Miguel Morais / Mafalda Avelino / Rita María Avelino,Portugal,Lisbon,316/313,https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png|https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,,,1633,,,False
2025,A,19/09/2025,2000,03:00:00,62,Pádraig’S Players!,Joanne Delany / Sadbh Duggan / Reine Lydie Moby / Pauline Mbango,Ireland,Dublin,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,,,1628,,,False
2025,A,19/09/2025,2000,03:00:00,63,Puzleraptors,Elena Mª Prieto Pérez / Alejandro Nieto Alonso / Natalia Antuñano Hernández / María Josefa Alonso Avalos,Spain,Valladolid,313/314,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png|https://worldjigsawpuzzle.org/users/img/puzzles/6aed2c4cb956d12aa3062764a2fcddd6948afe9ed63ca185db30af3b.png,,,1522,,,False
2025,A,19/09/2025,2000,03:00:00,64,Eastern Gemz,Ying Hsi Chen / Yung Yun Hsin / Ting Yu Zhuo / Yi Xin Chen,China,Taipei,316/315,https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,,,1353,,,False
2025,A,19/09/2025,2000,03:00:00,65,You Wanna Piece Of This?,Melissa Timoteo / Michelle Ferreira / Jaeci Joseph / Jonhattan Martínez Hernández,USA,Rosharon,316/315,https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png|https://worldjigsawpuzzle.org/users/img/puzzles/84579662f83f7e233602ed7a2ea3ec283ce68cc4e1fd6784c46cdfb3.png,,,1244,,,False
2025,A,19/09/2025,2000,03:00:00,66,Your Missing Piece,Sua Yun / Charlotte Allen / Young-Heun Kim / Lucy Armitage,United Kingdom,London,316,https://worldjigsawpuzzle.org/users/img/puzzles/15e915b0a7a464efa926b6c53d485b03170d3613f7b05b4ccaeac357.png,,,819,,,False
2025,A,19/09/2025,2000,03:00:00,67,Camino Puzzlers,Christine Anderson / Sheree Blanch / Marlow Blanch Fisher,Australia,Wollongong,313,https://worldjigsawpuzzle.org/users/img/puzzles/14953cff18da8f499cee76d7eb9f49089c9304c5dc18d632f41cdd4b.png,,,751,,,False
2025,B,19/09/2025,2000,03:00:00,1,Aussie All Stars,Hannah Farthing / Melissa Townsend / Katrina Coleman / Rhianna Eriksen,Australia,Warragul / Gold Coast / Launceston / Brisbane,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:03:50,3830,,-,-,True
2025,B,19/09/2025,2000,03:00:00,2,Todos A la Calle!,Soraya Pérez Carayol / Alejandro Heras Gago / Eduardo Moreno Turcu / Gabriel Moreno Turcu,Spain,"Alicante, Madrid, Guadalajara",318/317,https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:15:45,4545,,+11' 55'',at 11' 55'',True
2025,B,19/09/2025,2000,03:00:00,3,Cubuzzle,Simone Bentlage / Maja Von Borstel / Lena Malinowski / Stefanie König,Germany,Grevenbroich,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:16:00,4560,,+ 15'',at 12' 10'',True
2025,B,19/09/2025,2000,03:00:00,4,We Come In Pieces,Lenka Henao Mišíková / Veronika Valt / Timea Rusňáková / Mária Rusňáková,Slovakia,Žilina,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:18:36,4716,,+2' 36'',at 14' 46'',True
2025,B,19/09/2025,2000,03:00:00,5,Piece Of Cake,Sara Kristersson / Tobias Priemer / Anna Priemer / Selma Kristersson,Sweden,Malmö,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:22:31,4951,,+3' 55'',at 18' 41'',True
2025,B,19/09/2025,2000,03:00:00,6,Puzzlopol,Monika Nawrot / Dorota Gapinska / Paulina Polańska / Martyna Halter-Bogołębska,Poland,Warsaw,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:22:44,4964,,+ 13'',at 18' 54'',True
2025,B,19/09/2025,2000,03:00:00,7,Dam Good Puzzlers,Devon Donaldson / Catie Dulude Sicard / Danielle Engleson / Tess McLachlin,Canada,Toronto  /  Beauharnois  /  Camlachie  /  Vancouver,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:23:35,5015,,+ 51'',at 19' 45'',True
2025,B,19/09/2025,2000,03:00:00,8,Caught Blue-Handed,Beatrice Endler  /  Margaret Kirkland  /  Shea Burkett  /  Xin Li Phuah,USA,"Portland, OR; Athens, TX; Seattle, WA",320/317,https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:23:38,5018,,+ 03',at 19' 48'',True
2025,B,19/09/2025,2000,03:00:00,9,Fun Not Finals,Heather Langley / Sophie Foster / Laura Selgas Sendra / Rachael Chambers,United Kingdom,Coventry,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:24:47,5087,,+1' 09',at 20' 57'',True
2025,B,19/09/2025,2000,03:00:00,10,Juani’S Friends,Jimena Gordillo Uribe / Sjelle Hiebner / Guisselle Marie Quiroga de Croz / Daniela Herrera Quiroga,Colombia,Panamá,318/317,https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:25:10,5110,,+ 23'',at 21' 20'',True
2025,B,19/09/2025,2000,03:00:00,11,Border Security,Grace Tham / Rhys Dewar / Sarah Carsten / Jessica Mak,Malaysia,Brisbane / Sydney / Singapore / KL,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:27:12,5232,,+2' 02',at 23' 22'',True
2025,B,19/09/2025,2000,03:00:00,12,The Swiss Unicorns And Their German Friend,Annemie Kostezer / Vroni Börlin-Kostezer / Irma Kostezer / Denise Stimmelmayr,Switzerland,Basel,320/317,https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:29:00,5340,,+1' 48'',at 25' 10'',True
2025,B,19/09/2025,2000,03:00:00,13,Four Puzzleteers,Jukka Sireni / Marion Boyer / Tuuli Pyy / Marine Henry,Finland,Helsinki,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:29:33,5373,,+ 33'',at 25' 43'',True
2025,B,19/09/2025,2000,03:00:00,14,Orange Is The New Puzzle,Charlotte Reitsema / Nienke Schenkelaars / Jan Sinot / Erik Greijdanus,The Netherlands,Sixthaselbach,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:31:44,5504,,+2' 11'',at 27' 54'',True
2025,B,19/09/2025,2000,03:00:00,15,Puzzle Struggle,Francisco José Ruiz Pérez / Cristina Romero Carretero / Ana Gil Luciano / Ana Isabel Jimeno Jordá,Spain,"Cazalegas, Pueblo",317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:33:20,5600,,+1' 36'',at 29' 30'',True
2025,B,19/09/2025,2000,03:00:00,16,Speedy Latvians,Ieva Opmane / Rihards Opmanis / Madara Stacevica / Elīna Sarkane,Latvia,Riga,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:34:04,5644,,+ 44'',at 30' 14'',True
2025,B,19/09/2025,2000,03:00:00,17,Fit Gurus,Louise Jackett / Keelie Reader / Adele Arthur / Cristy Merchant,Australia,Melbourne,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:34:48,5688,,+ 44'',at 30' 58'',True
2025,B,19/09/2025,2000,03:00:00,18,Beauty And The Piece,Jana Kubíčková / Klara Exnerova / Karolína Gajdová / Simona Mikešová,Czech Republic,"Hradec Králové, Bohumín, Praha, Ostrava",317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:34:50,5690,,+ 02',at 31' 00',True
2025,B,19/09/2025,2000,03:00:00,19,Bretzel Pieces,Laura Johns / Camille Hellich / Laura Entz / Alice Entz,France,Griesbach-au-Val,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:37:26,5846,,+2' 36'',at 33' 36'',True
2025,B,19/09/2025,2000,03:00:00,20,Piece4Peace,Miriam Kamper  /  Miriam Kamper  /  Julia Kraus  /  Stefanie Koeberl,Austria,Irdning,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:38:50,5930,,+1' 24'',at 35' 00',True
2025,B,19/09/2025,2000,03:00:00,21,Passende Teile,Anne Schüßler / Frank Hollander / Jennifer Aßmus / Marco Herdy,Germany,Overath,317/320,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png,01:39:29,5969,,+ 39'',at 35' 39'',True
2025,B,19/09/2025,2000,03:00:00,22,Les Crêpes Arc-En-Ciel,Sébastien Sergenton / Lucie Billat / Nym L. Colpart / Mathieu Bacquey,France,Paris,320/317,https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:39:45,5985,,+ 16'',at 35' 55'',True
2025,B,19/09/2025,2000,03:00:00,23,Texas Blue Belts,Melynda Owens / Jessica Musser / Kinsey Keltz / Emily Boudreaux,USA,Hurst,320/317,https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:40:12,6012,,+ 27'',at 36' 22'',True
2025,B,19/09/2025,2000,03:00:00,24,Ravenspizza,Marte Ronold / Silje Strand Ronold / Veronica Nes / Line Beate Svestad,Norway,Stavanger,320/317,https://worldjigsawpuzzle.org/users/img/puzzles/0313a684509c27b3c39814248bfff711cabcfb14daeffa77b43c104a.png|https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png,01:41:16,6076,,+1' 04',at 37' 26'',True
2025,B,19/09/2025,2000,03:00:00,25,Crazy Cats,Matthias Haseleu / María Endrinal Acicolla / Catherine Luniewski / Nadia Galaske,Germany,Mannheim,317/318,https://worldjigsawpuzzle.org/users/img/puzzles/f0f0a7e97625aa39f8a3b046facdf44925be0431983058b24e6c238c.png|https://worldjigsawpuzzle.org/users/img/puzzles/2614f55c9f17c5957c2a1c13749bb0a9148648d345eb9dfe6d4545fe.png,01:43:22,6202,,+2' 06',at 39' 32'',True
